genes,name,ExonLength,chr,chr_start,chr_end,WT_1_log2(cpm),WT_2_log2(cpm),DKO_1_log2(cpm),DKO_2_log2(cpm),logFC_1*WT -1*DKO,logCPM_1*WT -1*DKO,LR_1*WT -1*DKO,PValue_1*WT -1*DKO,FDR_1*WT -1*DKO
Zfp324,zinc finger protein 324,4776,7,12965837,12974236,3.571,3.363,3.63,3.383,-0.041,3.495,0.038,0.846268377,0.976474259
Adcy7,adenylate cyclase 7,6330,8,88272402,88329962,7.111,7.244,7.065,7.228,0.03,7.164,0.037,0.846472833,0.976559795
1110032A03Rik,RIKEN cDNA 1110032A03 gene,5293,9,50762827,50775520,3.14,2.964,2.814,3.183,0.044,3.039,0.037,0.848236858,0.976930767
Akr1e1,"aldo-keto reductase family 1, member E1",3514,13,4590756,4609174,4.225,3.97,4.034,4.099,0.036,4.088,0.035,0.851112218,0.976930767
Ankrd54,ankyrin repeat domain 54,4270,15,79053093,79062893,4.32,4.259,4.294,4.219,0.033,4.276,0.037,0.848283299,0.976930767
Anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",3166,9,62341292,62378812,8.544,8.488,8.45,8.526,0.028,8.503,0.036,0.849705248,0.976930767
Anp32b,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",1716,4,46450901,46472657,8.401,8.434,8.491,8.399,-0.028,8.432,0.036,0.850317211,0.976930767
Asf1b,anti-silencing function 1B histone chaperone,2338,8,83955506,83970197,5.25,5.343,5.748,4.832,-0.064,5.331,0.036,0.850516185,0.976930767
Athl1,"ATH1, acid trehalase-like 1 (yeast)",3346,7,140941390,140947664,3.945,3.829,3.734,3.957,0.037,3.872,0.037,0.847488598,0.976930767
Baz1b,"bromodomain adjacent to zinc finger domain, 1B",10794,5,135187263,135246129,7.152,7.107,7.187,7.126,-0.027,7.144,0.036,0.849965971,0.976930767
Bptf,bromodomain PHD finger transcription factor,13907,11,107033080,107132127,5.85,5.834,5.983,5.754,-0.03,5.858,0.036,0.849078124,0.976930767
Ccndbp1,cyclin D-type binding-protein 1,3469,2,121008402,121016904,6.101,5.977,6.009,6.125,-0.028,6.055,0.036,0.850465097,0.976930767
Ccrl2,chemokine (C-C motif) receptor-like 2,2110,9,111054834,111057270,2.206,2.767,2.351,2.754,-0.053,2.55,0.036,0.849678851,0.976930767
Clns1a,"chloride channel, nucleotide-sensitive, 1A",1515,7,97696633,97718879,6.547,6.355,6.547,6.416,-0.029,6.469,0.037,0.848263587,0.976930767
Coro1c,"coronin, actin binding protein 1C",9664,5,113842435,113908758,6.308,6.208,6.427,6.137,-0.031,6.275,0.036,0.850332916,0.976930767
Deb1,differentially expressed in B16F10 1,517,9,121710388,121712921,3.112,2.982,3.073,2.945,0.039,3.035,0.036,0.850079481,0.976930767
Dhrs11,dehydrogenase/reductase (SDR family) member 11,1603,11,84820855,84828994,3.369,3.216,3.327,3.183,0.038,3.281,0.036,0.848907595,0.976930767
Dnttip1,"deoxynucleotidyltransferase, terminal, interacting protein 1",2122,2,164745982,164768607,4.598,4.505,4.566,4.602,-0.032,4.57,0.037,0.847104858,0.976930767
Dpy19l3,dpy-19-like 3 (C. elegans),11173,7,35685164,35754454,4.558,4.499,4.504,4.49,0.032,4.515,0.036,0.848564927,0.976930767
Dtwd1,DTW domain containing 1,1350,2,126152140,126165279,2.762,2.657,2.712,2.629,0.04,2.698,0.037,0.847965018,0.976930767
Eif4g2,"eukaryotic translation initiation factor 4, gamma 2",7348,7,111070567,111083030,9.911,10.075,10.049,10,-0.029,10.01,0.036,0.850546108,0.976930767
Enc1,ectodermal-neural cortex 1,4742,13,97241104,97253039,3.295,3.363,3.662,3.028,-0.049,3.359,0.035,0.850876478,0.976930767
Gmeb2,glucocorticoid modulatory element binding protein 2,4988,2,181251448,181288035,5.313,5.145,5.314,5.207,-0.031,5.248,0.036,0.850051477,0.976930767
Ighv8-12,,315,12,115647960,115648361,5.429,5.82,5.815,5.33,0.045,5.617,0.036,0.849939353,0.976930767
Map3k4_1,,5325,17,12227620,12318660,4.676,4.711,4.677,4.648,0.031,4.68,0.037,0.847997477,0.976930767
Minos1,mitochondrial inner membrane organizing system 1,2766,4,139101813,139131113,6.564,6.6,6.609,6.5,0.026,6.569,0.036,0.850289234,0.976930767
Mrpl15,mitochondrial ribosomal protein L15,5668,1,4773205,4785739,5.908,5.783,5.889,5.742,0.029,5.833,0.035,0.850913775,0.976930767
Mtmr6,myotubularin related protein 6,3836,14,60265204,60302370,6.216,6.33,6.238,6.256,0.027,6.261,0.035,0.851233149,0.976930767
Paip2,polyadenylate-binding protein-interacting protein 2,2789,18,35598616,35617186,6.595,6.508,6.558,6.598,-0.026,6.566,0.036,0.85035238,0.976930767
Pgm3,phosphoglucomutase 3,4487,9,86554376,86571842,3.97,3.798,4,3.678,0.039,3.87,0.035,0.851212729,0.976930767
Piezo1,piezo-type mechanosensitive ion channel component 1,9933,8,122481697,122551329,5.174,5.153,5.359,5.017,-0.034,5.182,0.036,0.849536094,0.976930767
Ppm1g,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",2165,5,31202667,31220545,7.696,7.599,7.692,7.66,-0.028,7.662,0.036,0.850498296,0.976930767
Psip1,PC4 and SFRS1 interacting protein 1,5082,4,83455679,83486459,5.466,5.564,5.516,5.457,0.029,5.502,0.036,0.849404734,0.976930767
Pura,purine rich element binding protein A,14943,18,36281096,36301521,5.691,6.188,5.794,6.036,0.041,5.942,0.037,0.847973599,0.976930767
Raf1,v-raf-leukemia viral oncogene 1,6363,6,115618066,115676635,6.705,6.712,6.791,6.676,-0.027,6.722,0.035,0.850878076,0.976930767
Rfxank,regulatory factor X-associated ankyrin-containing protein,3676,8,70130811,70139197,3.945,3.881,3.789,4.097,-0.038,3.936,0.037,0.848192073,0.976930767
Sfxn1,sideroflexin 1,2811,13,54071844,54108346,6.496,6.638,6.623,6.453,0.028,6.555,0.035,0.850947586,0.976930767
Slc25a44,"solute carrier family 25, member 44",3578,3,88410497,88425139,5.379,5.525,5.452,5.514,-0.029,5.47,0.035,0.850877798,0.976930767
Snrpa1,small nuclear ribonucleoprotein polypeptide A',3082,7,66060298,66074582,5.553,5.582,5.659,5.402,0.032,5.553,0.037,0.84792243,0.976930767
Tbcc,tubulin-specific chaperone C,1843,17,46890620,46892463,4.267,3.829,4.055,3.99,0.041,4.046,0.037,0.848150909,0.976930767
Tnfrsf8,"tumor necrosis factor receptor superfamily, member 8",3459,4,145267136,145315164,4.972,4.988,4.948,5.068,-0.03,4.996,0.035,0.850808838,0.976930767
Treml2,triggering receptor expressed on myeloid cells-like 2,4509,17,48300037,48312534,5.965,5.968,6.192,5.782,-0.035,5.985,0.037,0.847870893,0.976930767
Vps4b,vacuolar protein sorting 4b (yeast),8905,1,106764070,106796728,7.161,7.252,7.15,7.208,0.028,7.194,0.036,0.848499426,0.976930767
Wash,,2986,17,66111545,66120503,5.373,5.349,5.449,5.329,-0.029,5.377,0.036,0.849259106,0.976930767
Zcchc9,"zinc finger, CCHC domain containing 9",3422,13,91796532,91807705,4.573,4.451,4.515,4.576,-0.033,4.532,0.037,0.847382521,0.976930767
Zmat5,"zinc finger, matrin type 5",1248,11,4704677,4737669,4.68,4.581,4.601,4.722,-0.032,4.649,0.036,0.848773694,0.976930767
C330018D20Rik,RIKEN cDNA C330018D20 gene,3233,18,56955832,56975368,4.28,4.247,4.192,4.269,0.033,4.25,0.035,0.851634185,0.97724081
Fam185a,"family with sequence similarity 185, member A",3894,5,21424957,21482124,3.146,2.964,3.043,3.146,-0.038,3.082,0.035,0.85220969,0.97724081
Midn,midnolin,4307,10,80148271,80158368,6.467,6.644,6.616,6.555,-0.027,6.573,0.035,0.851986888,0.97724081
Pak1ip1,PAK1 interacting protein 1,4049,13,41001022,41013019,5.804,5.689,5.721,5.717,0.028,5.734,0.035,0.851852141,0.97724081
Ppp6r1,"protein phosphatase 6, regulatory subunit 1",3787,7,4631500,4658950,7.961,7.812,7.977,7.856,-0.029,7.903,0.035,0.851938631,0.97724081
Rin3,Ras and Rab interactor 3,6835,12,102283047,102390855,7.632,7.557,7.44,7.681,0.03,7.581,0.035,0.852031217,0.97724081
Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",5266,3,27317027,27342427,3.567,3.603,3.342,3.722,0.04,3.569,0.035,0.852164397,0.97724081
Bad,BCL2-associated agonist of cell death,2007,19,6941860,6951898,4.678,4.611,4.71,4.638,-0.03,4.662,0.034,0.854267273,0.97736468
Bspry,B-box and SPRY domain containing,2352,4,62480052,62497298,2.64,2.306,2.164,2.829,-0.054,2.518,0.034,0.854454389,0.97736468
Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),1876,7,126976348,126980499,6.892,6.934,6.907,6.867,0.026,6.901,0.033,0.855127165,0.97736468
Cdkn1b,cyclin-dependent kinase inhibitor 1B,4552,6,134920400,134925513,6.435,6.642,6.414,6.717,-0.031,6.558,0.034,0.853976188,0.97736468
Dnajc9,DnaJ heat shock protein family (Hsp40) member C9,1631,14,20384637,20388910,7.075,7.011,7.017,7.017,0.027,7.031,0.034,0.85383094,0.97736468
Dvl1,dishevelled segment polarity protein 1,4996,4,155847401,155859303,3.029,3.098,3.043,3.156,-0.037,3.088,0.034,0.853707879,0.97736468
E2f3,E2F transcription factor 3,4794,13,29906574,29985668,4.36,4.294,4.404,4.175,0.033,4.313,0.033,0.855202806,0.97736468
Eea1,early endosome antigen 1,7836,10,95940662,96045518,3.862,3.832,3.793,3.832,0.034,3.833,0.034,0.852975391,0.97736468
Fbxo31,F-box protein 31,5482,8,121549439,121578806,3.233,3.115,3.219,3.203,-0.036,3.199,0.034,0.854326385,0.97736468
Ftsj1,FtsJ RNA methyltransferase homolog 1 (E. coli),4760,X,8238667,8252406,4.026,4.247,4.114,4.099,0.035,4.127,0.035,0.852512222,0.97736468
Gpatch1,G patch domain containing 1,3295,7,35276535,35318440,3.882,3.607,3.646,3.92,-0.039,3.774,0.034,0.854505616,0.97736468
H2-D1,"histocompatibility 2, D region locus 1",2579,17,35262729,35267499,11.842,11.763,11.656,11.881,0.03,11.788,0.034,0.854151416,0.97736468
Heatr3,HEAT repeat containing 3,4497,8,88137854,88172027,5.593,5.437,5.601,5.36,0.031,5.502,0.034,0.853254457,0.97736468
Kras,Kirsten rat sarcoma viral oncogene homolog,5347,6,145216698,145250239,5.905,6.169,5.95,6.073,0.03,6.029,0.034,0.852991743,0.97736468
Map2k2,mitogen-activated protein kinase kinase 2,3722,10,81105914,81124697,7.108,6.958,6.981,7.033,0.027,7.022,0.033,0.855040672,0.97736468
Map4k5,mitogen-activated protein kinase kinase kinase kinase 5,8614,12,69803749,69893200,3.402,3.395,3.302,3.558,-0.037,3.422,0.033,0.854904287,0.97736468
Mrpl20,mitochondrial ribosomal protein L20,1664,4,155802877,155809975,5.788,5.743,5.851,5.61,0.03,5.752,0.033,0.854776043,0.97736468
Nomo1,nodal modulator 1,5936,7,46033697,46084212,6.547,6.584,6.598,6.478,0.026,6.553,0.034,0.853526477,0.97736468
Pus7l,pseudouridylate synthase 7-like,3291,15,94522687,94543547,3.502,3.642,3.654,3.41,0.038,3.559,0.034,0.854005187,0.97736468
Rrp7a,ribosomal RNA processing 7 homolog A (S. cerevisiae),5411,15,83113432,83122801,5.6,5.513,5.694,5.473,-0.03,5.573,0.034,0.853246343,0.97736468
Sh3glb1,SH3-domain GRB2-like B1 (endophilin),3949,3,144688843,144720323,7.451,7.577,7.355,7.605,0.03,7.501,0.034,0.854464903,0.97736468
Srrt,serrate RNA effector molecule homolog (Arabidopsis),3024,5,137295703,137307674,6.621,6.495,6.664,6.382,0.029,6.545,0.033,0.855024171,0.97736468
Txnl4b,thioredoxin-like 4B,1892,8,109565891,109574051,3.426,3.479,3.385,3.449,0.035,3.44,0.034,0.853560215,0.97736468
Ufsp2,UFM1-specific peptidase 2,2566,8,45975527,45996958,5.083,5.154,5.128,5.053,0.028,5.106,0.033,0.854782666,0.97736468
Usb1,U6 snRNA biogenesis 1,2791,8,95332291,95347507,5.261,5.311,5.284,5.231,0.028,5.273,0.034,0.853651492,0.97736468
Wdr90,WD repeat domain 90,8466,17,25844770,25861501,2.462,2.206,2.742,1.945,-0.057,2.377,0.033,0.85524896,0.97736468
Zfp341,zinc finger protein 341,3299,2,154613296,154646821,2.718,2.267,2.322,2.59,0.047,2.495,0.034,0.854145897,0.97736468
Zfp712,zinc finger protein 712,3970,13,67038593,67061170,2.799,2.97,2.704,3.124,-0.043,2.915,0.034,0.854449105,0.97736468
Zmynd8,"zinc finger, MYND-type containing 8",11031,2,165784151,165899016,6.204,6.093,6.287,6.059,-0.028,6.164,0.033,0.855345483,0.97736468
Zswim4,zinc finger SWIM-type containing 4,4348,8,84210941,84237042,4.217,4.182,4.156,4.18,0.032,4.187,0.033,0.855246784,0.97736468
Dr1,down-regulator of transcription 1,3478,5,108268896,108280526,6.713,6.941,6.794,6.813,0.028,6.818,0.033,0.855689416,0.97764232
Dhrs4,dehydrogenase/reductase (SDR family) member 4,1390,14,55478757,55490338,4.509,4.377,4.587,4.36,-0.033,4.463,0.033,0.855883888,0.977749153
Actr1a,"ARP1 actin-related protein 1A, centractin alpha",2742,19,46376813,46395735,7.365,7.293,7.38,7.22,0.027,7.316,0.033,0.856343716,0.977939598
Akap9,A kinase (PRKA) anchor protein (yotiao) 9,15848,5,3928053,4080209,4.1,3.957,4.258,3.852,-0.039,4.053,0.033,0.856896893,0.977939598
G3bp1,GTPase activating protein (SH3 domain) binding protein 1,7064,11,55469684,55504838,8.504,8.464,8.577,8.444,-0.028,8.498,0.033,0.856357154,0.977939598
Mbnl3,muscleblind-like 3 (Drosophila),8743,X,51117268,51206532,3.453,3.875,3.685,3.594,0.04,3.664,0.032,0.856939114,0.977939598
Ndufa3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3",858,7,3617372,3620163,6.591,6.515,6.523,6.633,-0.025,6.566,0.032,0.856959462,0.977939598
Nop58,NOP58 ribonucleoprotein,10758,1,59684970,59719044,6.63,6.741,6.78,6.526,0.028,6.673,0.033,0.856651497,0.977939598
Sipa1l2,signal-induced proliferation-associated 1 like 2,6365,8,125418062,125492710,4.238,4.09,3.953,4.421,-0.04,4.189,0.033,0.856328662,0.977939598
Snx1,sorting nexin 1,4339,9,66088132,66126587,6.707,6.713,6.687,6.684,0.025,6.698,0.033,0.856505728,0.977939598
Stim1,stromal interaction molecule 1,3597,7,102267823,102436848,6.291,6.269,6.304,6.203,0.025,6.268,0.033,0.856881767,0.977939598
Clk1,CDC-like kinase 1,8132,1,58410188,58424066,5.587,6.462,5.825,6.2,0.065,6.059,0.032,0.857399188,0.978210855
Dph3,diphthamine biosynthesis 3,3555,14,32080565,32085692,5.322,5.377,5.386,5.254,0.028,5.337,0.032,0.85735983,0.978210855
Cul7,cullin 7,7410,17,46650336,46664364,2.48,2.418,2.482,2.492,-0.038,2.477,0.032,0.857854561,0.978499831
Hhex,hematopoietically expressed homeobox,1918,19,37434809,37440731,6.732,6.457,6.675,6.458,0.03,6.586,0.032,0.857832801,0.978499831
Mgea5,meningioma expressed antigen 5 (hyaluronidase),5024,19,45750260,45783520,6.32,6.184,6.444,6.106,-0.031,6.27,0.032,0.858055234,0.97861346
Smc6,structural maintenance of chromosomes 6,5603,12,11265885,11319785,6.687,6.543,6.472,6.697,0.028,6.604,0.032,0.85817717,0.978637272
2310033P09Rik,RIKEN cDNA 2310033P09 gene,1285,11,59208320,59210738,3.672,3.518,3.5,3.621,0.035,3.583,0.032,0.859020964,0.978646827
4732487G21Rik,RIKEN cDNA 4732487G21 gene,2664,12,86290760,86306006,2.471,2.462,2.446,2.558,-0.037,2.494,0.03,0.862431499,0.978646827
5830415F09Rik,,2271,4,46376504,46389437,3.777,3.954,3.863,3.809,0.033,3.856,0.03,0.863363133,0.978646827
Acsf3,acyl-CoA synthetase family member 3,2206,8,122775504,122817880,3.083,3.159,3.256,3.052,-0.036,3.145,0.03,0.862133515,0.978646827
Arih1,ariadne RBR E3 ubiquitin protein ligase 1,7707,9,59388257,59486618,7.075,7.212,7.069,7.168,0.026,7.133,0.029,0.864525533,0.978646827
Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",4912,11,96068851,96075670,5.916,5.867,5.92,5.809,0.026,5.879,0.031,0.860586298,0.978646827
Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",1465,11,115415688,115419962,6.921,6.839,6.864,6.848,0.024,6.869,0.029,0.864751868,0.978646827
Baz1a,bromodomain adjacent to zinc finger domain 1A,7159,12,54892988,55014348,6.945,7.155,7.119,7.043,-0.028,7.068,0.032,0.859073907,0.978646827
Cdc37,cell division cycle 37,2456,9,21138540,21149906,7.837,7.706,7.785,7.707,0.026,7.76,0.029,0.864510054,0.978646827
Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",1968,10,17723227,17725673,5.978,5.881,6.009,5.901,-0.025,5.944,0.029,0.864585105,0.978646827
Cox6b1,"cytochrome c oxidase, subunit VIb polypeptide 1",505,7,30616973,30626151,7.761,7.731,7.765,7.676,0.025,7.734,0.029,0.864178729,0.978646827
Ctr9,"CTR9 homolog, Paf1/RNA polymerase II complex component",6544,7,111028950,111056377,5.903,5.773,5.791,5.834,0.026,5.827,0.03,0.861533037,0.978646827
D16Ertd472e,"DNA segment, Chr 16, ERATO Doi 472, expressed",2453,16,78544011,78576657,4.071,4.221,4.093,4.264,-0.033,4.168,0.032,0.85901909,0.978646827
Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,2507,12,13219307,13249213,6.533,6.443,6.629,6.393,-0.027,6.503,0.031,0.860214613,0.978646827
Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,5747,13,55635026,55681256,6.531,6.456,6.512,6.523,-0.024,6.506,0.03,0.862262926,0.978646827
Ddx50,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,2527,10,62616022,62651218,5.75,5.697,5.699,5.8,-0.027,5.738,0.031,0.859426693,0.978646827
Dph1,diphthamide biosynthesis 1,2690,11,75177642,75191241,3.925,3.862,3.88,3.842,0.033,3.881,0.032,0.858656057,0.978646827
Dpp3,dipeptidylpeptidase 3,2683,19,4907228,4928287,7.036,6.973,7.159,6.895,-0.028,7.019,0.031,0.860022017,0.978646827
Ell,elongation factor RNA polymerase II,3085,8,70539674,70592858,4.403,4.379,4.425,4.416,-0.03,4.408,0.031,0.860130603,0.978646827
Faim,Fas apoptotic inhibitory molecule,1595,9,98986372,99002021,4.614,4.492,4.564,4.604,-0.03,4.571,0.031,0.859530908,0.978646827
Fam219b,"family with sequence similarity 219, member B",3055,9,57537527,57543187,4.612,4.513,4.539,4.646,-0.03,4.581,0.032,0.859119444,0.978646827
Fam96b,"family with sequence similarity 96, member B",1075,8,104639838,104641965,4.272,4.581,4.332,4.469,0.033,4.421,0.03,0.86348027,0.978646827
Fam98c,"family with sequence similarity 98, member C",2712,7,29152510,29156234,3.402,3.272,3.235,3.369,0.035,3.326,0.031,0.860448888,0.978646827
Gcsh,glycine cleavage system protein H (aminomethyl carrier),1579,8,116981809,116993537,4.318,4.247,4.383,4.105,0.033,4.269,0.03,0.863349415,0.978646827
Git1,G protein-coupled receptor kinase-interactor 1,4838,11,77493561,77507786,5.073,4.926,5.009,4.937,0.028,4.989,0.03,0.862711906,0.978646827
Gpbp1,GC-rich promoter binding protein 1,3905,13,111425679,111490111,7.458,7.521,7.421,7.507,0.025,7.477,0.029,0.863714805,0.978646827
Iws1,IWS1 homolog (S. cerevisiae),9623,18,32067733,32104331,5.798,5.899,5.861,5.888,-0.025,5.863,0.029,0.864335132,0.978646827
Jmjd4,jumonji domain containing 4,7115,11,59450044,59458567,3.587,3.951,3.757,3.875,-0.036,3.803,0.029,0.864460027,0.978646827
Klhl11,kelch-like 11,2393,11,100462613,100472741,2.249,2.427,2.361,2.396,-0.038,2.37,0.03,0.862611503,0.978646827
Mier2,MIER family member 2,4497,10,79540244,79555199,3.695,3.579,3.704,3.636,-0.033,3.658,0.03,0.863379296,0.978646827
Mynn,myoneurin,4152,3,30602086,30618492,5.16,5.266,5.175,5.304,-0.027,5.229,0.03,0.862610973,0.978646827
N4bp3,NEDD4 binding protein 3,2728,11,51643062,51650842,4.634,4.603,4.38,4.762,0.034,4.604,0.031,0.860357369,0.978646827
Nploc4,"NPL4 homolog, ubiquitin recognition factor",4776,11,120380369,120437708,6.517,6.598,6.655,6.508,-0.025,6.572,0.031,0.860421194,0.978646827
Nrm,nurim (nuclear envelope membrane protein),1466,17,35861317,35865402,4.927,4.756,4.795,4.946,-0.029,4.86,0.029,0.863826714,0.978646827
Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,2798,2,30807825,30823033,3.695,3.713,3.749,3.59,0.032,3.692,0.029,0.864855385,0.978646827
Pigl,"phosphatidylinositol glycan anchor biosynthesis, class L",2268,11,62458459,62514417,2.426,2.196,2.464,2.052,0.044,2.303,0.031,0.860831634,0.978646827
Ppp2r3c,"protein phosphatase 2, regulatory subunit B'', gamma",2395,12,55280813,55303000,4.884,4.784,4.771,4.951,-0.029,4.851,0.031,0.859607071,0.978646827
Psat1,phosphoserine aminotransferase 1,4254,19,15904677,15947337,6.322,6.339,6.567,6.125,-0.032,6.347,0.03,0.863011015,0.978646827
Psmd2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",4038,16,20651651,20663414,7.935,7.905,8.038,7.85,-0.027,7.934,0.03,0.863326313,0.978646827
Ptk2b,PTK2 protein tyrosine kinase 2 beta,7398,14,66153256,66281052,8.254,8.23,8.304,8.232,-0.026,8.256,0.032,0.858924359,0.978646827
Rab11a,"RAB11A, member RAS oncogene family",2992,9,64715298,64737758,6.017,6.118,6.018,6.166,-0.025,6.082,0.029,0.864769981,0.978646827
Rassf7,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7,1803,7,141215859,141218658,2.806,2.571,2.727,2.732,-0.037,2.719,0.03,0.861842932,0.978646827
Rfng,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,2489,11,120780745,120784207,3.895,3.731,3.681,3.875,0.034,3.802,0.029,0.863847083,0.978646827
Rpl36a,ribosomal protein L36A,1655,X,134585653,134588062,6.155,6.136,6.108,6.231,-0.025,6.159,0.031,0.859571832,0.978646827
Rpl41,ribosomal protein L41,1168,10,128548113,128549305,9.817,9.686,9.703,9.748,0.027,9.74,0.03,0.861666227,0.978646827
Rps6ka1,ribosomal protein S6 kinase polypeptide 1,4258,4,133847289,133887797,7.826,7.768,7.837,7.703,0.026,7.785,0.031,0.860699259,0.978646827
Sart3,squamous cell carcinoma antigen recognized by T cells 3,3586,5,113742445,113771649,6.039,5.937,5.969,5.958,0.026,5.977,0.031,0.860626969,0.978646827
Sccpdh,saccharopine dehydrogenase (putative),5204,1,179668209,179687189,2.462,2.626,2.585,2.582,-0.037,2.574,0.03,0.863353335,0.978646827
Sh2b1,SH2B adaptor protein 1,3422,7,126466993,126475130,4.748,4.759,4.775,4.788,-0.028,4.77,0.032,0.859055194,0.978646827
Spg7,spastic paraplegia 7 homolog (human),4188,8,123062941,123097760,5.644,5.499,5.502,5.589,0.027,5.561,0.03,0.86233162,0.978646827
Stard10,START domain containing 10,2383,7,101317085,101346626,6.135,5.925,5.949,6.062,0.027,6.021,0.03,0.863259978,0.978646827
