genes,name,ExonLength,chr,chr_start,chr_end,WT_FoB_1_log2(cpm),WT_FoB_2_log2(cpm),DKO_FoB_1_log2(cpm),DKO_FoB_2_log2(cpm),DKO_FoB_3_log2(cpm),DKO_ABC_1_log2(cpm),DKO_ABC_2_log2(cpm),DKO_ABC_3_log2(cpm),logFC_1*WT_FoB -1*DKO_FoB,logCPM_1*WT_FoB -1*DKO_FoB,LR_1*WT_FoB -1*DKO_FoB,PValue_1*WT_FoB -1*DKO_FoB,FDR_1*WT_FoB -1*DKO_FoB,logFC_1*WT_FoB -1*DKO_ABC,logCPM_1*WT_FoB -1*DKO_ABC,LR_1*WT_FoB -1*DKO_ABC,PValue_1*WT_FoB -1*DKO_ABC,FDR_1*WT_FoB -1*DKO_ABC,logFC_1*DKO_FoB -1*DKO_ABC,logCPM_1*DKO_FoB -1*DKO_ABC,LR_1*DKO_FoB -1*DKO_ABC,PValue_1*DKO_FoB -1*DKO_ABC,FDR_1*DKO_FoB -1*DKO_ABC,ENTREZID
Slit3,slit homolog 3 (Drosophila),6067,11,35121223,35708507,-2.61,-3.201,-4.31,-4.31,-3.456,0.763,1.103,0.641,2.065,-0.335,2.298,0.129546229,0.249218573,-4.25,-0.335,25.821,3.74545051356631e-07,5.70453332501009e-06,-6.315,-0.335,53.74,2.28860242468989e-13,2.78486779257001e-11,20564
Snap25,synaptosomal-associated protein 25,6791,2,136713452,136782428,-2.61,-4.31,0.897,-4.31,-4.31,1.098,-4.31,-4.31,-3.268,-0.846,0.922,0.336911094,0.490083332,-3.472,-0.846,1.017,0.313184244,0.431978267,-0.204,-0.846,0.006,0.938634298,0.980392806,20614
Stab2,stabilin 2,8757,10,86841197,87008025,-2.61,-4.31,2.056,-2.399,-2.229,3.501,1.913,2.519,-4.532,1.686,6.953,0.008365721,0.035013662,-6.765,1.686,12.997,0.000311936,0.001702424,-2.233,1.686,3.343,0.067480635,0.29161725,192188
Ston1,stonin 1,4521,17,88597683,88662586,-2.61,-4.31,0.464,-2.399,-0.787,0.763,-1.037,-0.778,-3.385,-0.568,6.68,0.009749893,0.038918773,-3.773,-0.568,8.23,0.004120619,0.0137781,-0.388,-0.568,0.188,0.664757529,0.877369552,77057
Strip2,striatin interacting protein 2,8328,6,29917012,29959681,-2.61,-3.201,-1.277,-3.368,-0.787,1.536,1.532,1.659,-1.796,0.433,3.265,0.070793541,0.161221177,-4.991,0.433,27.891,1.28350462609968e-07,2.26523869888738e-06,-3.195,0.433,22.901,1.70588216606123e-06,4.49202684274893e-05,320609
Tmtc2,transmembrane and tetratricopeptide repeat containing 2,7779,10,105187662,105574451,-2.61,-2.15,-0.158,-2.804,-2.923,1.504,1.696,0.42,-1.145,0.226,1.046,0.306326161,0.458814514,-4.013,0.226,11.968,0.000541348,0.002685288,-2.868,0.226,10.13,0.001458593,0.01631935,278279
Ubd,ubiquitin D,931,17,37193891,37196095,-2.61,-3.201,-0.064,-4.31,-2.229,2.282,2.474,1.597,-1.927,0.941,2.242,0.134275036,0.255748417,-5.586,0.941,16.024,6.2537958693136e-05,0.000453253,-3.659,0.941,12.777,0.000350836,0.00481671,24108
Upk1a,uroplakin 1A,1308,7,30603091,30612734,-2.61,-4.31,-1.08,-1.604,-2.923,1.054,1.346,0.42,-2.015,-0.085,3.402,0.065103452,0.152470808,-4.93,-0.085,24.344,8.05630820065905e-07,1.09953863990105e-05,-2.915,-0.085,18.111,2.0840678278988e-05,0.000414661,109637
Vcan,versican,14462,13,89655311,89742509,-2.61,-3.201,-0.752,-2.399,-1.977,2.408,1.161,1.464,-1.655,0.571,2.626,0.105098477,0.214729303,-5.191,0.571,28.417,9.78276328945366e-08,1.80077617238988e-06,-3.535,0.571,25.392,4.67961421328107e-07,1.41243708369528e-05,13003
Sept8,septin 8,6087,11,53519256,53549565,-3.223,-4.31,0.186,-3.368,-0.429,1.259,-0.113,-0.313,-4.125,-0.29,7.894,0.004959632,0.024273222,-5.241,-0.29,12.478,0.000411827,0.002154004,-1.117,-0.29,1.446,0.229158741,0.577392119,20362
1810011H11Rik,RIKEN cDNA 1810011H11 gene,1473,14,32785962,32817968,-3.223,-2.15,-0.158,-4.31,-3.456,1.536,0.193,0.833,-1.26,-0.1,0.778,0.377749073,0.529884636,-3.959,-0.1,6.676,0.009771916,0.027748305,-2.699,-0.1,5.096,0.023982522,0.144319604,69069
6030443J06Rik,RIKEN cDNA 6030443J06 gene,7518,5,22550436,22807850,-3.223,-2.15,0.526,-2.083,-1.005,0.089,-1.677,-0.235,-2.46,-0.666,4.804,0.02839125,0.083448473,-2.507,-0.666,4.991,0.025476757,0.060104349,-0.047,-0.666,0.003,0.954726791,0.985016598,320719
Acaa1b,acetyl-Coenzyme A acyltransferase 1B,1962,9,119148022,119157093,-3.223,-3.201,-1.776,-3.368,-0.511,0.397,1.043,-0.025,-2.352,-0.373,3.974,0.046208766,0.118943071,-4.467,-0.373,14.819,0.00011831,0.000773396,-2.116,-0.373,7.145,0.007517207,0.059560597,235674
Ache,acetylcholinesterase,4623,5,137287518,137294466,-3.223,-4.31,0.749,-2.804,-0.597,2.355,1.37,-0.481,-4.475,0.493,8.037,0.004583551,0.023007314,-6.301,0.493,14.682,0.000127233,0.000819853,-1.826,0.493,3.158,0.075547713,0.312797836,11423
B630019K06Rik,RIKEN cDNA B630019K06 gene,2583,X,8892381,8894964,-3.223,-1.818,-0.259,-0.719,1.169,1.054,1.487,1.125,-2.992,0.551,10.813,0.001008072,0.00778444,-3.942,0.551,18.359,1.82993457390331e-05,0.000159637,-0.95,0.551,2.268,0.132030781,0.433772675,102941
Cadm1,cell adhesion molecule 1,9684,9,47530172,47857637,-3.223,-2.582,3.088,-2.083,-0.689,5.315,4.76,4.291,-5.046,3.591,10.294,0.001334819,0.009548581,-8.278,3.591,21.323,3.88092043097576e-06,4.18112210457407e-05,-3.232,3.591,7.985,0.004717573,0.041556201,54725
Ccdc109b,coiled-coil domain containing 109B,1318,3,129914959,129970206,-3.223,-4.31,-1.776,-2.804,-1.262,0.867,1.532,0.158,-2.791,-0.125,4.982,0.025608055,0.07749334,-5.764,-0.125,26.037,3.34932530440134e-07,5.17623001589298e-06,-2.973,-0.125,17.524,2.83654403221467e-05,0.000541683,66815
Ccdc30,coiled-coil domain containing 30,6607,4,119322892,119415521,-3.223,-2.582,-0.612,-2.399,0.521,0,-0.799,-0.778,-2.96,-0.626,7.069,0.007843658,0.0335204,-2.853,-0.626,6.535,0.010575144,0.02960733,0.107,-0.626,0.019,0.890530431,0.96147677,73332
Ccdc38,coiled-coil domain containing 38,4305,10,93540631,93584327,-3.223,-2.582,-1.776,-2.399,1.221,0.964,2.041,0.321,-3.282,0.464,5.66,0.017358071,0.058535385,-4.691,0.464,10.553,0.00115975,0.004963611,-1.409,0.464,1.989,0.158492067,0.477749231,237465
Ccl4,chemokine (C-C motif) ligand 4,660,11,83662583,83664683,-3.223,-1.818,-2.546,-0.834,-1.763,0.763,1.012,0.214,-1.014,-0.244,1.28,0.257860907,0.406556476,-3.392,-0.244,16.008,6.3089586518303e-05,0.000456965,-2.378,-0.244,13.624,0.000223371,0.003268567,20303
Ccr3,chemokine (C-C motif) receptor 3,3273,9,124021970,124031689,-3.223,-3.201,3.671,-4.31,-2.535,5.082,3.609,4.154,-6.064,3.27,6.729,0.009484533,0.038162616,-8.379,3.27,10.515,0.001184313,0.005053767,-2.315,3.27,2.096,0.147638751,0.460568459,12771
Cd14,CD14 antigen,1572,18,36725073,36726736,-3.223,-2.582,1.853,-3.368,-4.31,2.982,2.01,1.487,-3.695,1.242,3.584,0.05833094,0.141127179,-5.712,1.242,7.107,0.007677667,0.022745727,-2.016,1.242,1.843,0.174572339,0.503223059,12475
Cd300ld,CD300 molecule-like family member d,2645,11,114982273,114989922,-3.223,-4.31,0.8,-2.804,-2.535,1.686,0.398,1.901,-4.174,0.436,6.655,0.009890445,0.039289879,-6.278,0.436,13.677,0.000217074,0.001268004,-2.104,0.436,3.789,0.051582711,0.246301585,217305
Clgn,calmegin,4025,8,83389866,83428552,-3.223,-3.201,-0.484,-4.31,1.003,2.164,2.2,1.794,-3.792,1.004,6.512,0.010716458,0.041697158,-6.019,1.004,14.21,0.00016351,0.001003808,-2.227,1.004,4.435,0.035218416,0.189448529,12745
Clip3,CAP-GLY domain containing linker protein 3,3991,7,30291671,30308367,-3.223,-4.31,-0.906,-1.604,0.347,1.921,0.738,0.869,-4.27,0.314,12.188,0.000480864,0.004545202,-6.083,0.314,25.422,4.60716369034806e-07,6.81058980312323e-06,-1.813,0.314,6.611,0.010133924,0.074393814,76686
Cmklr1,chemokine-like receptor 1,3408,5,113612353,113650426,-3.223,-3.201,1.073,-4.31,-4.31,2.319,0.193,0.97,-3.423,0.41,2.707,0.099913354,0.206803648,-5.376,0.41,5.608,0.017882254,0.045154839,-1.953,0.41,1.502,0.220420467,0.566613431,14747
Cp,ceruloplasmin,9566,3,19957053,20009145,-3.223,-4.31,-0.259,-2.804,-0.597,1.536,-0.047,1.034,-3.832,0.009,8.547,0.003460006,0.018795899,-5.779,0.009,19.832,8.45554643796183e-06,8.2625627069179e-05,-1.947,0.009,6.041,0.013979381,0.094892334,12870
Cpeb3,cytoplasmic polyadenylation element binding protein 3,7414,19,37021290,37208601,-3.223,-2.15,-0.367,-1.095,-1.005,1.872,1.575,1.464,-2.119,0.571,7.046,0.007946424,0.033819455,-4.665,0.571,40.596,1.87164655508593e-10,7.28492733225364e-09,-2.546,0.571,26.486,2.6539411696421e-07,8.54583841812331e-06,208922
Ctif,CBP80/20-dependent translation initiation factor,6173,18,75431223,75697696,-3.223,-4.31,-1.776,-4.31,-2.923,0.651,1.012,0.371,-1.591,-0.423,1.381,0.239873742,0.386570381,-5.5,-0.423,25.804,3.77964195250896e-07,5.74888374897726e-06,-3.909,-0.423,27.02,2.01357847152741e-07,6.65056203738766e-06,269037
Ctla4,cytotoxic T-lymphocyte-associated protein 4,2330,1,60886999,60915832,-3.223,-1.818,-1.505,-2.804,-0.08,2.319,1.657,1.238,-1.559,0.667,2.293,0.129950298,0.249699147,-4.517,0.667,17.625,2.69085877205047e-05,0.00022124,-2.959,0.667,13.62,0.000223804,0.003270762,12477
Cyb561,cytochrome b-561,3653,11,105933701,105953336,-3.223,-4.31,-1.08,-1.604,0.436,-1.018,0.137,-0.162,-4.288,-0.569,11.926,0.000553562,0.005054641,-4.501,-0.569,13.224,0.000276461,0.001543161,-0.213,-0.569,0.086,0.768756575,0.915420869,13056
Dusp14,dual specificity phosphatase 14,1945,11,84048040,84069261,-3.223,-2.582,-0.612,-2.804,0.436,2.014,1.879,1.597,-2.871,0.77,6.85,0.008865614,0.036407282,-5.253,0.77,21.369,3.78862910110872e-06,4.09313573914176e-05,-2.382,0.77,9.551,0.001998416,0.021039785,56405
Enpp4,ectonucleotide pyrophosphatase/phosphodiesterase 4,4560,17,44096307,44105809,-3.223,-4.31,1.114,-0.834,-0.689,2.224,0.981,1.679,-4.916,0.771,15.892,6.70486324327372e-05,0.001067606,-6.529,0.771,27.916,1.2671348615047e-07,2.23976743103889e-06,-1.613,0.771,5.146,0.02330291,0.141259382,224794
Epb4.1l1,,11528,2,156420908,156543214,-3.223,-2.582,1.154,-2.804,-4.31,2.059,0.738,0.214,-3.022,0.297,2.97,0.084829525,0.183569695,-4.621,0.297,6.08,0.013671072,0.03643938,-1.599,0.297,1.406,0.235694574,0.584506172,NA
Ephb2,Eph receptor B2,12608,4,136647538,136835988,-3.223,-4.31,0.943,-0.253,2.544,-0.303,-1.172,-0.892,-6.338,0.488,22.122,2.55808370581447e-06,8.42491385732628e-05,-3.972,0.488,8.79,0.003029251,0.010738467,2.367,0.488,8.201,0.004186486,0.037838764,13844
F11r,F11 receptor,2663,1,171437534,171464603,-3.223,-3.201,0.749,-1.246,-2.535,2.014,0.948,1.238,-3.456,0.471,7.403,0.006512561,0.029477369,-5.417,0.471,17.053,3.63595025517007e-05,0.000285929,-1.961,0.471,5.129,0.023533839,0.142237844,16456
Fhad1,forkhead-associated (FHA) phosphopeptide binding domain 1,6141,4,141890437,142015082,-3.223,-4.31,-1.277,-2.804,0.521,0.172,0.35,0.038,-4.166,-0.386,9.122,0.002525251,0.014977885,-4.974,-0.386,12.961,0.000318014,0.001731628,-0.809,-0.386,0.917,0.338270026,0.685077399,329977
Fmn2,formin 2,6430,1,174501824,174822717,-3.223,-2.15,-0.484,-1.095,1.318,-0.195,0.35,-0.395,-3.292,-0.089,9.768,0.001775886,0.011611561,-2.93,-0.089,7.778,0.005287909,0.016821197,0.362,-0.089,0.239,0.625101298,0.858725016,54418
Fmnl2,formin-like 2,6033,2,52857859,53134202,-3.223,-3.201,2.117,-1.824,-0.019,3.284,2.173,2.967,-4.828,1.817,12.677,0.000370089,0.003772691,-6.84,1.817,22.538,2.06017382107503e-06,2.45775122514215e-05,-2.012,1.817,4.997,0.025394617,0.150159477,71409
Gas7,growth arrest specific 7,11342,11,67455436,67688990,-3.223,-4.31,-1.08,-2.804,-2.229,3.197,3.07,2.606,-2.658,1.647,5.01,0.025201023,0.076623838,-7.806,1.647,65.876,4.8015234501419e-16,5.18744028819069e-14,-5.148,1.647,68.985,9.92268848159267e-17,2.12419034902243e-14,14457
Gda,guanine deaminase,6135,19,21391306,21473445,-3.223,-3.201,0.261,-2.399,-2.535,1.768,-0.334,0.833,-2.862,-0.004,4.489,0.034106129,0.095626208,-4.928,-0.004,12.452,0.000417598,0.002178443,-2.066,-0.004,4.614,0.031714753,0.176430486,14544
Ggt7,gamma-glutamyltransferase 7,3264,2,155490378,155518237,-3.223,-0.798,-0.064,-0.834,0.149,1.369,0.017,-0.778,-1.491,-0.037,2.386,0.122443662,0.239863517,-2.174,-0.037,4.942,0.026215496,0.061595758,-0.683,-0.037,0.776,0.378316802,0.717232901,207182
Gm14420,predicted gene 14420,2172,2,177464732,177478129,-3.223,-3.201,0.261,-2.399,-1.005,0.172,-0.595,-1.152,-3.169,-0.779,7.281,0.006968524,0.03098313,-3.444,-0.779,8.65,0.003269784,0.011450684,-0.276,-0.779,0.125,0.724118304,0.900086838,NA
Gm1965,predicted gene 1965,2437,6,89141004,89147385,-3.223,-3.201,-1.08,-3.368,-0.019,4.588,4.167,3.851,-2.915,2.873,7.077,0.007810135,0.033434494,-8.201,2.873,50.911,9.66548982394023e-13,5.78927784273311e-11,-5.286,2.873,46.681,8.35365944459995e-12,7.4283310138135e-10,434065
Gm7281,,543,1,85332715,85342086,-3.223,-2.582,-4.31,-1.824,-0.511,0.592,0.981,0.158,-1.754,-0.317,2.382,0.122778332,0.240277217,-4.005,-0.317,12.335,0.000444484,0.002293854,-2.251,-0.317,7.433,0.006404305,0.052730598,639868
Gm9825,,1602,6,7981828,7983430,-3.223,-2.582,5.133,5.455,5.475,4.949,5.119,4.958,-8.795,4.788,306.816,1.07866139022696e-68,1.24693256710236e-64,-8.443,4.788,281.886,2.9151755499164e-63,3.36994293570336e-59,0.352,4.788,2.333,0.126679607,0.425826186,100040661
Gprasp2,G protein-coupled receptor associated sorting protein 2,4540,X,135839033,135844730,-3.223,-3.201,-1.505,-2.804,-1.576,1.369,0.738,0.42,-1.855,-0.193,3.052,0.080617922,0.177074516,-4.824,-0.193,26.636,2.45600195424284e-07,3.9708227400066e-06,-2.969,-0.193,21.601,3.35749477677131e-06,8.32889262220522e-05,245607
Hid1,HID1 domain containing,4595,11,115347706,115367756,-3.223,-3.201,0.107,-0.335,0.849,4.111,3.614,3.61,-4.22,2.524,24.693,6.72348951318673e-07,2.83880839688879e-05,-7.763,2.524,91.106,1.36182325786356e-21,3.81748385410998e-19,-3.542,2.524,55.514,9.27889214465439e-14,1.20521340665399e-11,217310
Il1b,interleukin 1 beta,1907,2,129364569,129371139,-3.223,-4.31,-0.158,-3.368,-3.456,0.651,1.862,-0.162,-3.136,-0.033,3.68,0.055079323,0.135132133,-5.833,-0.033,11.61,0.000655859,0.003142037,-2.697,-0.033,5.498,0.01903706,0.12118305,16176
Kif1a,kinesin family member 1A,9330,1,93015463,93101951,-3.223,-4.31,-0.064,-4.31,-4.31,0.916,-1.322,-0.778,-3.114,-0.903,2.302,0.129175543,0.24883674,-4.704,-0.903,4.721,0.02978952,0.068299652,-1.59,-0.903,1.085,0.297611263,0.650602535,16560
Kitl,kit ligand,5765,10,100015629,100100413,-3.223,-4.31,0.464,-4.31,-2.229,1.438,0.578,0.321,-3.824,-0.089,4.974,0.025731734,0.07768578,-5.664,-0.089,9.971,0.001589839,0.006412893,-1.84,-0.089,2.445,0.117879151,0.408918803,17311
Klrb1,killer cell lectin-like receptor subfamily B member 1,645,6,128706507,128723046,-3.223,-2.582,-3.174,-4.31,-4.31,0.592,1.043,-1.659,2.015,-0.744,1.813,0.178175975,0.312219838,-3.752,-0.744,9.7,0.001842454,0.007235392,-5.767,-0.744,22.913,1.69488763463818e-06,4.47326508137383e-05,100043861
Madcam1,mucosal vascular addressin cell adhesion molecule 1,1420,10,79664573,79668536,-3.223,-3.201,0.107,-1.824,1.143,-0.094,-2.15,-1.017,-4.171,-0.431,10.453,0.001224286,0.008956058,-2.969,-0.431,5.369,0.020502121,0.050372904,1.202,-0.431,1.871,0.171389856,0.49793082,17123
Map1a,microtubule-associated protein 1 A,12166,2,121289599,121310832,-3.223,-2.15,-0.064,-2.399,0.561,0.326,-1.172,-0.092,-2.773,-0.409,6.126,0.013318643,0.048584304,-2.767,-0.409,6.084,0.013643579,0.036374486,0.006,-0.409,0,0.994249842,0.998308097,17754
Map6,microtubule-associated protein 6,6958,7,99267446,99337137,-3.223,-4.31,-1.505,-3.368,-2.229,1.472,1.043,0.833,-2.276,-0.033,3.329,0.068063122,0.157204733,-5.943,-0.033,33.889,5.83387938549535e-09,1.49533582475225e-07,-3.666,-0.033,30.713,2.99130889161668e-08,1.20067815232947e-06,17760
Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,4644,2,92383675,92401263,-3.223,-1.549,-0.484,-2.399,-0.597,1.968,1.295,-0.313,-1.404,0.244,1.785,0.181488192,0.316011975,-3.701,0.244,11.501,0.000695587,0.003294137,-2.298,0.244,7.571,0.005930398,0.049713854,19099
Mlf1,myeloid leukemia factor 1,1719,3,67374096,67400003,-3.223,-3.201,-0.064,-2.399,0.974,-0.195,0.445,-0.395,-3.966,-0.218,10.257,0.001361997,0.009706958,-3.906,-0.218,9.949,0.001609752,0.006478972,0.06,-0.218,0.005,0.940955502,0.981254504,17349
Ndrg2,N-myc downstream regulated gene 2,2157,14,51905270,51913488,-3.223,-4.31,-0.367,-4.31,-1.411,2.123,1.161,1.44,-3.318,0.458,5.374,0.020437758,0.06591056,-6.448,0.458,19.565,9.72407462234595e-06,9.33640387328233e-05,-3.13,0.458,11.011,0.000905882,0.010885651,29811
Paqr9,progestin and adipoQ receptor family member IX,8367,9,95559656,95568023,-3.223,-4.31,2.794,-2.399,-2.923,4.012,2.331,2.9,-6.084,2.176,8.52,0.003511725,0.018952166,-8.089,2.176,12.931,0.000323169,0.001754735,-2.005,2.176,2.168,0.140906438,0.449593823,75552
Pilrb1,paired immunoglobin-like type 2 receptor beta 1,1020,5,137852146,137858049,-3.223,-3.201,1.302,-4.31,-4.31,2.442,1.553,1.884,-3.657,0.917,3.145,0.076154917,0.169853528,-5.961,0.917,6.801,0.00911054,0.026231094,-2.304,0.917,2.135,0.143977217,0.455120761,170741
Pparg,peroxisome proliferator activated receptor gamma,1984,6,115361220,115490401,-3.223,-4.31,1.531,-4.31,-4.31,2.081,1.216,1.554,-4.765,0.687,3.959,0.046615764,0.119750719,-6.484,0.687,6.312,0.011991911,0.032803241,-1.719,0.687,1.034,0.309274896,0.661150259,19016
Prg3,proteoglycan 3,949,2,84988214,84993886,-3.223,-3.201,-1.505,-2.804,-1.576,-0.195,0.535,0.321,-1.855,-0.644,3.131,0.076795554,0.170919638,-4.178,-0.644,20.497,5.97337278548147e-06,6.07853779931037e-05,-2.323,-0.644,13.873,0.000195626,0.002933121,53856
Prokr1,prokineticin receptor 1,4055,6,87578592,87590701,-3.223,-3.201,-1.505,-0.253,-1.005,0.089,0.578,0.42,-3.042,-0.339,10.285,0.001341278,0.009582923,-4.304,-0.339,23.014,1.60847677394548e-06,1.98019078879763e-05,-1.262,-0.339,5.331,0.020949634,0.13026419,58182
Ramp3,receptor (calcitonin) activity modifying protein 3,1380,11,6658520,6677475,-3.223,-1.818,-1.277,-4.31,-1.128,3.083,3.713,1.918,-0.797,1.764,0.531,0.4660345,0.609360799,-5.803,1.764,23.473,1.26667341848736e-06,1.61619698871015e-05,-5.006,1.764,28.35,1.0122989893818e-07,3.63421624759428e-06,56089
Rasal2,RAS protein activator like 2,13740,1,157135181,157412595,-3.223,-2.15,1.337,-0.514,1.27,1.259,0.738,1.125,-3.913,0.662,18.397,1.79381195774133e-05,0.000390258,-4.064,0.662,19.781,8.68261618531297e-06,8.45585872807228e-05,-0.15,0.662,0.064,0.800951961,0.92784895,226525
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,11063,9,89909907,90026977,-3.223,-3.201,-1.08,-4.31,-2.923,1.22,0.299,-1.152,-1.375,-0.638,0.975,0.323442774,0.47660911,-4.332,-0.638,9.659,0.001884133,0.007360519,-2.957,-0.638,7.936,0.004846058,0.042244766,19417
Rgs16,regulator of G-protein signaling 16,2339,1,153740348,153745468,-3.223,-3.201,-1.08,-2.399,-1.005,2.081,-0.047,0.467,-2.423,0.031,4.222,0.039902437,0.106974065,-5.063,0.031,18.764,1.47920203264781e-05,0.000133904,-2.641,0.031,10.956,0.000932996,0.011153498,19734
Rnf144b,ring finger protein 144B,4694,13,47122719,47247991,-3.223,-4.31,1.267,-2.804,-1.576,2.081,0.535,1.618,-4.698,0.589,8.357,0.003842759,0.020219521,-6.36,0.589,14.094,0.000173924,0.001057075,-1.662,0.589,2.48,0.115287033,0.403853972,218215
Rnf150,ring finger protein 150,9685,8,82863355,83091271,-3.223,-4.31,-1.08,-3.368,-2.535,1.847,1.073,0.158,-2.47,0,3.268,0.070639989,0.161096522,-5.987,0,21.943,2.80942434132131e-06,3.16539428710276e-05,-3.517,0,17.03,3.67977724135605e-05,0.000681702,330812
RP23-458B6.6,,798,15,75131376,75135128,-3.223,-4.31,-2.546,-4.31,-2.535,1.259,2.911,1.597,-1.303,0.822,0.817,0.3660489,0.519014508,-6.934,0.822,31.36,2.14402075247978e-08,4.7480612832694e-07,-5.632,0.822,38.691,4.96503186299905e-10,3.06929242439941e-08,NA
S1pr5,sphingosine-1-phosphate receptor 5,2500,9,21242911,21248443,-3.223,-4.31,0.107,-2.399,-2.923,4.736,4.439,4.231,-3.529,3.11,7.446,0.006358943,0.028974922,-9.318,3.11,48.644,3.0693812709963e-12,1.73931605356457e-10,-5.788,3.11,44.231,2.9179562741767e-11,2.27916044118126e-09,94226
Scamp1,secretory carrier membrane protein 1,4582,13,94201309,94285857,-3.223,-3.201,-1.08,-4.31,-1.977,1.504,0.811,0.6,-1.697,-0.104,2.062,0.151041259,0.278164242,-4.959,-0.104,19.874,8.27162164173133e-06,8.11025836967042e-05,-3.262,-0.104,16.847,4.05164267383351e-05,0.000747001,107767
Syn3,synapsin III,12282,10,86055124,86498896,-3.223,-3.201,-2.546,-4.31,-1.576,0.916,0.62,0.268,-1.196,-0.46,1.069,0.301136998,0.453569211,-4.549,-0.46,20.034,7.60807622376164e-06,7.49208415146907e-05,-3.353,-0.46,20.448,6.1263209016772e-06,0.000141641,27204
Thnsl2,threonine synthase-like 2 (bacterial),2071,6,71128165,71144346,-3.223,-4.31,-1.505,-3.368,-2.535,0.53,0.578,0.158,-2.14,-0.606,2.868,0.090370994,0.192157176,-5.22,-0.606,25.294,4.92243799497276e-07,7.22124152561994e-06,-3.08,-0.606,20.872,4.90897192681743e-06,0.000115812,232078
Tln2,talin 2,12193,9,67217086,67559703,-3.223,-4.31,-0.259,-2.083,0.676,1.847,0.66,0.937,-4.603,0.366,12.494,0.000408162,0.00405705,-6.046,0.366,21.313,3.8998297115394e-06,4.19367734561818e-05,-1.443,0.366,3.492,0.06165634,0.275617667,70549
Tlr8,toll-like receptor 8,3586,X,167242695,167264329,-3.223,-4.31,1.302,-3.368,-2.923,2.824,0.881,1.952,-4.598,0.983,6.052,0.013887275,0.050011495,-6.917,0.983,11.691,0.000627998,0.003028642,-2.318,0.983,3.219,0.072794477,0.305890277,170744
Tmem141,transmembrane protein 141,1122,2,25620066,25622005,-3.223,-2.15,-0.906,-3.368,-2.535,0.251,0.948,0.467,-0.795,-0.39,0.599,0.438853914,0.584968481,-3.587,-0.39,13.934,0.000189349,0.001130615,-2.793,-0.39,13.85,0.000197984,0.002960793,51875
Tmtc1,transmembrane and tetratricopeptide repeat containing 1,8578,6,148232429,148444389,-3.223,-3.201,0.585,-0.422,2.482,-0.549,-2.15,-0.162,-5.335,0.4,15.581,7.90288922154964e-05,0.001202071,-3.121,0.4,5.748,0.016507826,0.042525085,2.214,0.4,5.944,0.014769435,0.099206662,387314
Trp73,transformation related protein 73,5534,4,154056252,154140208,-3.223,-1.549,1.924,0.482,3.278,4.162,3.86,3.45,-4.779,2.887,22.302,2.32929382013505e-06,7.82751062812825e-05,-6.326,2.887,34.911,3.45098868176032e-09,9.47587391001171e-08,-1.547,2.887,5.092,0.024039213,0.144510297,22062
Ttc39c,tetratricopeptide repeat domain 39C,5197,18,12599925,12737050,-3.223,-2.582,-3.174,-2.399,0.392,0.251,1.073,-0.778,-2.438,-0.337,3.29,0.069713194,0.159675952,-3.752,-0.337,7.31,0.006858475,0.020847744,-1.313,-0.337,1.716,0.190267132,0.526823484,72747
Vsig10,V-set and immunoglobulin domain containing 10,5122,5,117319265,117355005,-3.223,-0.113,-0.752,-2.083,0.676,0.867,0.578,-0.235,-0.71,0.011,0.438,0.507850201,0.646700631,-1.51,0.011,1.905,0.167482214,0.26510946,-0.8,0.011,0.758,0.383929348,0.72260229,231668
Zfp651,zinc finger protein 651,6353,9,121760032,121771742,-3.223,-2.15,-0.612,-1.246,1.387,2.887,2.416,1.597,-3.298,1.336,9.058,0.002616191,0.015367465,-5.418,1.336,21.743,3.11663430571251e-06,3.4776344183433e-05,-2.12,1.336,7.275,0.006992804,0.056371557,270210
1700025G04Rik,RIKEN cDNA 1700025G04 gene,11788,1,151852402,152090125,-4.31,-4.31,-1.277,-3.368,-2.535,0,0.62,0.038,-4.778,-0.733,7.307,0.006870018,0.030698649,-7.509,-0.733,26.585,2.52213244739706e-07,4.07204624188687e-06,-2.73,-0.733,14.549,0.000136547,0.00213886,69399
1700112E06Rik,RIKEN cDNA 1700112E06 gene,2714,14,22019711,23056085,-4.31,-4.31,-1.776,-4.31,-2.923,0.53,0.137,-0.672,-4.075,-0.961,4.577,0.032394945,0.092056431,-7.318,-0.961,21.976,2.76082538657588e-06,3.11975967437118e-05,-3.243,-0.961,15.144,9.96031777654319e-05,0.001644875,76633
4930455G09Rik,,630,4,142017897,142028996,-4.31,-4.31,-2.546,-3.368,-2.923,0,0.491,0.099,-3.781,-0.844,4.068,0.043712608,0.114430138,-7.473,-0.844,30.756,2.92647906408471e-08,6.29983202622332e-07,-3.691,-0.844,27.184,1.8496435432985e-07,6.17973391922852e-06,78917
6430548M08Rik,RIKEN cDNA 6430548M08 gene,6626,8,120114151,120165306,-4.31,-1.818,-0.367,-1.604,-2.923,0.867,-0.047,0.6,-1.546,-0.362,1.996,0.157675366,0.286608381,-3.507,-0.362,10.254,0.001363905,0.00564509,-1.961,-0.362,5.676,0.017197176,0.112062767,234797
