ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000104311	Gm37910	predicted gene, 37910 [Source:MGI Symbol;Acc:MGI:5611138]	NA		NA			NA		ENSMUST00000194770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104312	Gm37912	predicted gene, 37912 [Source:MGI Symbol;Acc:MGI:5611140]	NA		NA			NA		ENSMUST00000191895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313	Gm37911	predicted gene, 37911 [Source:MGI Symbol;Acc:MGI:5611139]	NA		NA			NA		ENSMUST00000193099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104314	Gm37907	predicted gene, 37907 [Source:MGI Symbol;Acc:MGI:5611135]	NA		NA			NA		ENSMUST00000195644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104315	Gm37906	predicted gene, 37906 [Source:MGI Symbol;Acc:MGI:5611134]	NA		NA			NA		ENSMUST00000192050	4	1	0	1	1	0	2	2	1	2	13	1	0	0	0	0	0
ENSMUSG00000104316	Gm37909	predicted gene, 37909 [Source:MGI Symbol;Acc:MGI:5611137]	NA		NA			NA		ENSMUST00000193157	18	1	1	0	0	0	6	2	19	12	14	38	23	4	12	15	2
ENSMUSG00000104317	Gm37908	predicted gene, 37908 [Source:MGI Symbol;Acc:MGI:5611136]	NA		NA			NA		ENSMUST00000195828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104318	Pcdha7	protocadherin alpha 7 [Source:MGI Symbol;Acc:MGI:1298369]	12939	ENSG00000204963	85.0587	PCDHA7	protocadherin alpha 7 [Source:HGNC Symbol;Acc:HGNC:8673]	56141	ENSMUSP00000142156	ENSMUST00000192631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104319	Ighv5-19	immunoglobulin heavy variable V5-19 [Source:MGI Symbol;Acc:MGI:5009894]	NA		NA			NA		ENSMUST00000193466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104320	Ighv1-60	immunoglobulin heavy variable V1-60 [Source:MGI Symbol;Acc:MGI:5009920]	NA		NA			NA		ENSMUST00000195816	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000104321	Gm37318	predicted gene, 37318 [Source:MGI Symbol;Acc:MGI:5610546]	NA		NA			NA		ENSMUST00000194325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104323	Gm37319	predicted gene, 37319 [Source:MGI Symbol;Acc:MGI:5610547]	NA		NA			NA		ENSMUST00000193500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104324	Gm37320	predicted gene, 37320 [Source:MGI Symbol;Acc:MGI:5610548]	NA		NA			NA		ENSMUST00000192781	3	7	19	0	1	8	4	1	7	9	13	8	0	0	1	3	4
ENSMUSG00000104325	Gm37321	predicted gene, 37321 [Source:MGI Symbol;Acc:MGI:5610549]	NA		NA			NA		ENSMUST00000195742	6	1	0	0	0	0	1	1	1	2	4	1	1	0	0	6	2
ENSMUSG00000104326	Trbv28	T cell receptor beta variable 28 [Source:MGI Symbol;Acc:MGI:5009971]	NA		NA			NA		ENSMUST00000192804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104327	Gm37322	predicted gene, 37322 [Source:MGI Symbol;Acc:MGI:5610550]	NA		NA			NA		ENSMUST00000193409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104328	Gm37323	predicted gene, 37323 [Source:MGI Symbol;Acc:MGI:5610551]	NA		NA			NA		ENSMUST00000195771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104329	Gm37324	predicted gene, 37324 [Source:MGI Symbol;Acc:MGI:5610552]	NA		NA			NA		ENSMUST00000194500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104330	Gm38285	predicted gene, 38285 [Source:MGI Symbol;Acc:MGI:5611513]	NA		NA			NA		ENSMUST00000192928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104331	Gm38284	predicted gene, 38284 [Source:MGI Symbol;Acc:MGI:5611512]	NA		NA			NA		ENSMUST00000194803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104332	Gm38283	predicted gene, 38283 [Source:MGI Symbol;Acc:MGI:5611511]	NA		NA			NA		ENSMUST00000193041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104333	Gm10253	predicted gene 10253 [Source:MGI Symbol;Acc:MGI:3641796]	NA		NA			NA		ENSMUST00000194270	1	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000104334	Gm38282	predicted gene, 38282 [Source:MGI Symbol;Acc:MGI:5611510]	NA		NA			NA		ENSMUST00000192751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104335	Gm38281	predicted gene, 38281 [Source:MGI Symbol;Acc:MGI:5611509]	NA		NA			NA		ENSMUST00000192301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104336	Gm34240	predicted gene, 34240 [Source:MGI Symbol;Acc:MGI:5593399]	102637430		NA			NA		ENSMUST00000192500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104337	Gm38280	predicted gene, 38280 [Source:MGI Symbol;Acc:MGI:5611508]	NA		NA			NA		ENSMUST00000192610	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104338	Gm9131	predicted gene 9131 [Source:MGI Symbol;Acc:MGI:3648392]	NA		NA			NA		ENSMUST00000193557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104339	C130089K02Rik	RIKEN cDNA C130089K02 gene [Source:MGI Symbol;Acc:MGI:2444420]	NA		NA			NA		ENSMUST00000194534	65	98	18	11	3	4	2	7	104	109	104	33	15	0	3	29	25
ENSMUSG00000104340	Gm10522	predicted gene 10522 [Source:MGI Symbol;Acc:MGI:3642357]	NA		NA			NA		ENSMUST00000194503,ENSMUST00000244575,ENSMUST00000247291,ENSMUST00000246632,ENSMUST00000246919	131	191	93	89	86	138	89	96	123	128	158	87	71	110	88	83	88
ENSMUSG00000104341	Gm37688	predicted gene, 37688 [Source:MGI Symbol;Acc:MGI:5610916]	NA		NA			NA		ENSMUST00000195195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104342	Gm36401	predicted gene, 36401 [Source:MGI Symbol;Acc:MGI:5595560]	NA		NA			NA		ENSMUST00000194255	2	2	3	1	2	0	9	1	6	3	0	2	3	0	1	4	11
ENSMUSG00000104343	5730408A14Rik	RIKEN cDNA 5730408A14 gene [Source:MGI Symbol;Acc:MGI:1917766]	NA		NA			NA		ENSMUST00000194955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104344	Gm38077	predicted gene, 38077 [Source:MGI Symbol;Acc:MGI:5611305]	NA		NA			NA		ENSMUST00000193657	9	4	0	2	2	6	13	3	10	18	20	2	1	1	0	7	0
ENSMUSG00000104345	Gm37690	predicted gene, 37690 [Source:MGI Symbol;Acc:MGI:5610918]	NA		NA			NA		ENSMUST00000192398,ENSMUST00000192684,ENSMUST00000193211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104346	Pcdhga3	protocadherin gamma subfamily A, 3 [Source:MGI Symbol;Acc:MGI:1935215]	93711	ENSG00000254245	85.1293	PCDHGA3	protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]	56112	ENSMUSP00000073150	ENSMUST00000073447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104347	Gm37689	predicted gene, 37689 [Source:MGI Symbol;Acc:MGI:5610917]	NA		NA			NA		ENSMUST00000193139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104348	Gm37691	predicted gene, 37691 [Source:MGI Symbol;Acc:MGI:5610919]	NA		NA			NA		ENSMUST00000192147	11	16	6	8	28	21	14	1	9	67	16	17	41	6	27	30	10
ENSMUSG00000104349	Gm37692	predicted gene, 37692 [Source:MGI Symbol;Acc:MGI:5610920]	NA		NA			NA		ENSMUST00000192633	1	0	0	0	0	0	4	0	1	1	2	0	0	2	0	0	0
ENSMUSG00000104350	Gm38244	predicted gene, 38244 [Source:MGI Symbol;Acc:MGI:5611472]	NA		NA			NA		ENSMUST00000191737	6	5	1	0	3	0	0	4	2	13	7	5	5	1	1	22	2
ENSMUSG00000104351	Gm37125	predicted gene, 37125 [Source:MGI Symbol;Acc:MGI:5610353]	NA		NA			NA		ENSMUST00000195877	89	37	200	68	41	134	71	152	167	136	312	175	94	71	65	50	83
ENSMUSG00000104352	Gm7182	predicted gene 7182 [Source:MGI Symbol;Acc:MGI:3644877]	NA		NA			NA		ENSMUST00000193351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104354	Gm37126	predicted gene, 37126 [Source:MGI Symbol;Acc:MGI:5610354]	NA		NA			NA		ENSMUST00000195289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104355	Gm7003	predicted gene 7003 [Source:MGI Symbol;Acc:MGI:3643089]	NA		NA			NA		ENSMUST00000195089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104356	Gm31260	predicted gene, 31260 [Source:MGI Symbol;Acc:MGI:5590419]	NA		NA			NA		ENSMUST00000193478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104358	Gm37127	predicted gene, 37127 [Source:MGI Symbol;Acc:MGI:5610355]	NA		NA			NA		ENSMUST00000192924	5	6	1	0	6	0	4	0	9	22	13	13	5	2	1	0	3
ENSMUSG00000104360	Mif-ps1	macrophage migration inhibitory factor, pseudogene 1 [Source:MGI Symbol;Acc:MGI:103175]	NA		NA			NA		ENSMUST00000193486	37	20	7	8	22	15	10	8	12	16	6	4	12	19	8	19	2
ENSMUSG00000104361	Gm38080	predicted gene, 38080 [Source:MGI Symbol;Acc:MGI:5611308]	NA		NA			NA		ENSMUST00000194035	1	1	0	0	0	3	0	0	0	1	0	0	2	0	3	0	0
ENSMUSG00000104362	Gm37928	predicted gene, 37928 [Source:MGI Symbol;Acc:MGI:5611156]	NA		NA			NA		ENSMUST00000193265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104363	Gm38081	predicted gene, 38081 [Source:MGI Symbol;Acc:MGI:5611309]	NA		NA			NA		ENSMUST00000192680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104364	Gm38078	predicted gene, 38078 [Source:MGI Symbol;Acc:MGI:5611306]	NA		NA			NA		ENSMUST00000192771	2	1	0	0	0	3	0	1	1	2	0	0	1	2	1	0	0
ENSMUSG00000104365	4930470B04Rik	RIKEN cDNA 4930470B04 gene [Source:MGI Symbol;Acc:MGI:1923057]	NA		NA			NA		ENSMUST00000192005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104366	4933409D19Rik	RIKEN cDNA 4933409D19 gene [Source:MGI Symbol;Acc:MGI:1918334]	NA		NA			NA		ENSMUST00000193674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104368	2010103J01Rik	RIKEN cDNA 2010103J01 gene [Source:MGI Symbol;Acc:MGI:1917139]	69889		NA			NA		ENSMUST00000192375	1	3	0	0	0	2	1	0	1	8	5	3	0	0	0	4	0
ENSMUSG00000104369	Gm38082	predicted gene, 38082 [Source:MGI Symbol;Acc:MGI:5611310]	NA		NA			NA		ENSMUST00000192800	18	22	7	2	8	12	17	11	13	31	8	1	0	20	10	8	5
ENSMUSG00000104370	Gm37514	predicted gene, 37514 [Source:MGI Symbol;Acc:MGI:5610742]	NA		NA			NA		ENSMUST00000194512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104371	Gm37513	predicted gene, 37513 [Source:MGI Symbol;Acc:MGI:5610741]	NA		NA			NA		ENSMUST00000194830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104373	Gm37511	predicted gene, 37511 [Source:MGI Symbol;Acc:MGI:5610739]	NA		NA			NA		ENSMUST00000192901	1	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1
ENSMUSG00000104374	Gm37517	predicted gene, 37517 [Source:MGI Symbol;Acc:MGI:5610745]	NA		NA			NA		ENSMUST00000194004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104375	Gm6300	predicted gene 6300 [Source:MGI Symbol;Acc:MGI:3648364]	NA		NA			NA		ENSMUST00000192393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104376	Gm37516	predicted gene, 37516 [Source:MGI Symbol;Acc:MGI:5610744]	NA		NA			NA		ENSMUST00000192593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104377	Gm37515	predicted gene, 37515 [Source:MGI Symbol;Acc:MGI:5610743]	NA		NA			NA		ENSMUST00000193321	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104378	Gm37510	predicted gene, 37510 [Source:MGI Symbol;Acc:MGI:5610738]	NA		NA			NA		ENSMUST00000194151	72	44	11	18	21	19	12	16	66	73	71	33	1	35	15	10	24
ENSMUSG00000104379	Gm37509	predicted gene, 37509 [Source:MGI Symbol;Acc:MGI:5610737]	NA		NA			NA		ENSMUST00000194867	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000104380	4933436F18Rik	RIKEN cDNA 4933436F18 gene [Source:MGI Symbol;Acc:MGI:1918465]	NA		NA			NA		ENSMUST00000193468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104381	Gm37032	predicted gene, 37032 [Source:MGI Symbol;Acc:MGI:5610260]	NA		NA			NA		ENSMUST00000194882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104382	4930402C01Rik	RIKEN cDNA 4930402C01 gene [Source:MGI Symbol;Acc:MGI:1921179]	NA		NA			NA		ENSMUST00000192586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104383	Gm37553	predicted gene, 37553 [Source:MGI Symbol;Acc:MGI:5610781]	NA		NA			NA		ENSMUST00000194135	1	4	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
ENSMUSG00000104384	Gm37031	predicted gene, 37031 [Source:MGI Symbol;Acc:MGI:5610259]	NA		NA			NA		ENSMUST00000195487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104385	Gm7449	predicted gene 7449 [Source:MGI Symbol;Acc:MGI:3647895]	NA		NA			NA		ENSMUST00000194393	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104386	Gm37030	predicted gene, 37030 [Source:MGI Symbol;Acc:MGI:5610258]	NA		NA			NA		ENSMUST00000194254	1	0	0	0	1	4	0	10	1	4	10	2	0	0	0	2	2
ENSMUSG00000104388	Gm37033	predicted gene, 37033 [Source:MGI Symbol;Acc:MGI:5610261]	NA		NA			NA		ENSMUST00000193199	187	106	193	106	140	71	57	248	202	298	371	335	115	128	70	101	146
ENSMUSG00000104390	Gm17967	predicted gene, 17967 [Source:MGI Symbol;Acc:MGI:5010152]	NA		NA			NA		ENSMUST00000195319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104391	Gm37960	predicted gene, 37960 [Source:MGI Symbol;Acc:MGI:5611188]	NA		NA			NA		ENSMUST00000192402	12	12	9	1	7	0	1	8	6	9	10	18	5	1	0	0	2
ENSMUSG00000104392	Gm37962	predicted gene, 37962 [Source:MGI Symbol;Acc:MGI:5611190]	NA		NA			NA		ENSMUST00000195535	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	2
ENSMUSG00000104393	Gm37961	predicted gene, 37961 [Source:MGI Symbol;Acc:MGI:5611189]	NA		NA			NA		ENSMUST00000192729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104394	Gm37254	predicted gene, 37254 [Source:MGI Symbol;Acc:MGI:5610482]	NA		NA			NA		ENSMUST00000193542	227	158	93	96	77	78	83	106	157	170	139	122	67	133	86	102	70
ENSMUSG00000104395	Gm37957	predicted gene, 37957 [Source:MGI Symbol;Acc:MGI:5611185]	NA		NA			NA		ENSMUST00000192182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104396	Gm37959	predicted gene, 37959 [Source:MGI Symbol;Acc:MGI:5611187]	NA		NA			NA		ENSMUST00000191700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104397	Gm37958	predicted gene, 37958 [Source:MGI Symbol;Acc:MGI:5611186]	NA		NA			NA		ENSMUST00000193131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104398	Gm37964	predicted gene, 37964 [Source:MGI Symbol;Acc:MGI:5611192]	NA		NA			NA		ENSMUST00000192459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104399	Gm37963	predicted gene, 37963 [Source:MGI Symbol;Acc:MGI:5611191]	NA		NA			NA		ENSMUST00000195351	17	15	2	0	0	0	1	2	25	21	8	2	0	0	0	4	8
ENSMUSG00000104400	Gm38010	predicted gene, 38010 [Source:MGI Symbol;Acc:MGI:5611238]	NA		NA			NA		ENSMUST00000192592	2	0	0	0	3	0	0	4	3	8	14	1	10	0	2	2	0
ENSMUSG00000104401	Gm20750	predicted gene, 20750 [Source:MGI Symbol;Acc:MGI:5434106]	622124		NA			NA		ENSMUST00000194274	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000104402	Gm38012	predicted gene, 38012 [Source:MGI Symbol;Acc:MGI:5611240]	NA		NA			NA		ENSMUST00000193022	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000104403	Gm38011	predicted gene, 38011 [Source:MGI Symbol;Acc:MGI:5611239]	NA		NA			NA		ENSMUST00000193312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104404	Gm36728	predicted gene, 36728 [Source:MGI Symbol;Acc:MGI:5595887]	NA		NA			NA		ENSMUST00000195782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104405	Gm31748	predicted gene, 31748 [Source:MGI Symbol;Acc:MGI:5590907]	NA		NA			NA		ENSMUST00000194938	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104406	Gm38014	predicted gene, 38014 [Source:MGI Symbol;Acc:MGI:5611242]	NA		NA			NA		ENSMUST00000193349	22	11	6	5	14	1	0	9	15	22	11	28	9	1	1	4	6
ENSMUSG00000104407	Gm38013	predicted gene, 38013 [Source:MGI Symbol;Acc:MGI:5611241]	NA		NA			NA		ENSMUST00000195453,ENSMUST00000195214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104408	Gm38015	predicted gene, 38015 [Source:MGI Symbol;Acc:MGI:5611243]	NA		NA			NA		ENSMUST00000193048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104409	Gm37467	predicted gene, 37467 [Source:MGI Symbol;Acc:MGI:5610695]	NA		NA			NA		ENSMUST00000192785,ENSMUST00000192156,ENSMUST00000195697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104410	Gm37066	predicted gene, 37066 [Source:MGI Symbol;Acc:MGI:5610294]	NA		NA			NA		ENSMUST00000192713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104411	Gm30340	predicted gene, 30340 [Source:MGI Symbol;Acc:MGI:5589499]	NA		NA			NA		ENSMUST00000191898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104412	Gm37798	predicted gene, 37798 [Source:MGI Symbol;Acc:MGI:5611026]	NA		NA			NA		ENSMUST00000193026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104413	Gm37065	predicted gene, 37065 [Source:MGI Symbol;Acc:MGI:5610293]	NA		NA			NA		ENSMUST00000192498,ENSMUST00000240986,ENSMUST00000192000,ENSMUST00000191636	23	9	7	17	14	6	40	37	21	23	40	22	16	22	10	2	6
ENSMUSG00000104414	Gm37799	predicted gene, 37799 [Source:MGI Symbol;Acc:MGI:5611027]	NA		NA			NA		ENSMUST00000194018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104415	Gm37069	predicted gene, 37069 [Source:MGI Symbol;Acc:MGI:5610297]	NA		NA			NA		ENSMUST00000192742	0	0	0	0	4	1	5	1	9	6	12	3	2	0	1	8	0
ENSMUSG00000104416	Gm37067	predicted gene, 37067 [Source:MGI Symbol;Acc:MGI:5610295]	NA		NA			NA		ENSMUST00000195730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417	Gm37068	predicted gene, 37068 [Source:MGI Symbol;Acc:MGI:5610296]	NA		NA			NA		ENSMUST00000195168	23	15	2	13	14	2	1	2	18	14	10	10	8	23	6	10	10
ENSMUSG00000104418	Gm37070	predicted gene, 37070 [Source:MGI Symbol;Acc:MGI:5610298]	NA		NA			NA		ENSMUST00000193272	5	9	5	5	4	17	9	0	2	11	9	5	6	7	12	8	0
ENSMUSG00000104419	2900092O11Rik	RIKEN cDNA 2900092O11 gene [Source:MGI Symbol;Acc:MGI:1920315]	NA		NA			NA		ENSMUST00000191770	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104420	E230020A03Rik	RIKEN cDNA E230020A03 gene [Source:MGI Symbol;Acc:MGI:2442139]	NA		NA			NA		ENSMUST00000194646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104422	Ighv1-14	immunoglobulin heavy variable 1-14 [Source:MGI Symbol;Acc:MGI:4439781]	NA		NA			NA		ENSMUST00000194015	13	2617	1073	587	680	3507	12684	7208	17835	16458	698	210	10	2611	807	228	4528
ENSMUSG00000104423	A030005K14Rik	RIKEN cDNA A030005K14 gene [Source:MGI Symbol;Acc:MGI:1925171]	NA		NA			NA	ENSMUSP00000152700	ENSMUST00000193762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104424	Gm19058	predicted gene, 19058 [Source:MGI Symbol;Acc:MGI:5011243]	NA		NA			NA		ENSMUST00000192135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104425	Gm38370	predicted gene, 38370 [Source:MGI Symbol;Acc:MGI:5611598]	NA		NA			NA		ENSMUST00000192545,ENSMUST00000194950,ENSMUST00000193655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104426	Gm38369	predicted gene, 38369 [Source:MGI Symbol;Acc:MGI:5611597]	NA		NA			NA		ENSMUST00000195101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104427	Gm38368	predicted gene, 38368 [Source:MGI Symbol;Acc:MGI:5611596]	NA		NA			NA		ENSMUST00000193181	3	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0
ENSMUSG00000104428	Gm18299	predicted gene, 18299 [Source:MGI Symbol;Acc:MGI:5010484]	NA		NA			NA		ENSMUST00000192026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104429	2610034O05Rik	RIKEN cDNA 2610034O05 gene [Source:MGI Symbol;Acc:MGI:1923612]	NA		NA			NA		ENSMUST00000194078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104430	Gm37425	predicted gene, 37425 [Source:MGI Symbol;Acc:MGI:5610653]	NA		NA			NA		ENSMUST00000193184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104431	Gm37112	predicted gene, 37112 [Source:MGI Symbol;Acc:MGI:5610340]	NA		NA			NA		ENSMUST00000194389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104432	A430027C01Rik	RIKEN cDNA A430027C01 gene [Source:MGI Symbol;Acc:MGI:2143417]	NA		NA			NA		ENSMUST00000194599	26	17	10	4	6	3	1	49	47	16	77	27	5	9	2	1	12
ENSMUSG00000104433	Gm37426	predicted gene, 37426 [Source:MGI Symbol;Acc:MGI:5610654]	NA		NA			NA		ENSMUST00000195241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104434	Gm37421	predicted gene, 37421 [Source:MGI Symbol;Acc:MGI:5610649]	NA		NA			NA		ENSMUST00000193088	123	141	77	68	108	108	62	76	104	129	83	43	105	104	53	103	44
ENSMUSG00000104435	Gm37422	predicted gene, 37422 [Source:MGI Symbol;Acc:MGI:5610650]	NA		NA			NA		ENSMUST00000193794	13	0	6	0	1	8	7	0	7	1	1	0	7	2	0	4	2
ENSMUSG00000104436	Gm37423	predicted gene, 37423 [Source:MGI Symbol;Acc:MGI:5610651]	NA		NA			NA		ENSMUST00000194246	101	52	15	21	23	11	30	29	91	77	119	63	26	3	14	49	40
ENSMUSG00000104437	Gm37424	predicted gene, 37424 [Source:MGI Symbol;Acc:MGI:5610652]	NA		NA			NA		ENSMUST00000191727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104438	Gm37427	predicted gene, 37427 [Source:MGI Symbol;Acc:MGI:5610655]	NA		NA			NA		ENSMUST00000192356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104439	Gm20851	predicted gene, 20851 [Source:MGI Symbol;Acc:MGI:5434207]	100040714		NA			NA		ENSMUST00000193038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104440	Gm19030	predicted gene, 19030 [Source:MGI Symbol;Acc:MGI:5011215]	NA		NA			NA		ENSMUST00000194947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104441	Gm35801	predicted gene, 35801 [Source:MGI Symbol;Acc:MGI:5594960]	102639500		NA			NA		ENSMUST00000193927,ENSMUST00000194262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104442	4932431L22Rik	RIKEN cDNA 4932431L22 gene [Source:MGI Symbol;Acc:MGI:3588255]	619557		NA			NA		ENSMUST00000193456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
